OBJECTID	MSW05binom	POINT_X	POINT_Y	binomial_tree	Class	Family	Genus	Species
1	Abditomys latidens	120.880399	16.846384	Abditomys_latidens	Rodentia	Muridae	Abditomys	latidens
2	Abeomelomys sevia	144.663765	-5.940389	Abeomelomys_sevia	Rodentia	Muridae	Abeomelomys	sevia
3	Abrawayaomys ruschii	-42.046876	-17.38064	Abrawayaomys_ruschii	Rodentia	Cricetidae	Abrawayaomys	ruschii
4	Abrocoma bennettii	-70.553722	-33.905215	Abrocoma_bennettii	Rodentia	Abrocomidae	Abrocoma	bennettii
5	Abrocoma boliviensis	-64.002193	-17.753458	Abrocoma_boliviensis	Rodentia	Abrocomidae	Abrocoma	boliviensis
6	Abrocoma cinerea	-67.439853	-20.246636	Abrocoma_cinerea	Rodentia	Abrocomidae	Abrocoma	cinerea
7	Abrothrix andinus	-69.844337	-31.294681	Abrothrix_andinus	Rodentia	Cricetidae	Abrothrix	andinus
8	Abrothrix hershkovitzi	-70.620067	-54.109162	Abrothrix_hershkovitzi	Rodentia	Cricetidae	Abrothrix	hershkovitzi
9	Abrothrix illuteus	-65.731269	-25.740568	Abrothrix_illuteus	Rodentia	Cricetidae	Abrothrix	illuteus
10	Abrothrix jelskii	-68.914516	-16.11367	Abrothrix_jelskii	Rodentia	Cricetidae	Abrothrix	jelskii
11	Abrothrix lanosus	-68.787429	-53.859491	Abrothrix_lanosus	Rodentia	Cricetidae	Abrothrix	lanosus
12	Abrothrix longipilis	-71.363868	-53.350469	Abrothrix_longipilis	Rodentia	Cricetidae	Abrothrix	longipilis
13	Abrothrix markhami	-74.929523	-49.7818	Abrothrix_markhami	Rodentia	Cricetidae	Abrothrix	markhami
14	Abrothrix olivaceus	-69.817493	-45.511472	Abrothrix_olivaceus	Rodentia	Cricetidae	Abrothrix	olivaceus
15	Abrothrix sanborni	-72.456897	-42.745551	Abrothrix_sanborni	Rodentia	Cricetidae	Abrothrix	sanborni
16	Acerodon celebensis	121.998725	-3.754998	Acerodon_celebensis	Chiroptera	Pteropodidae	Acerodon	celebensis
17	Acerodon humilis	126.670825	3.885762	Acerodon_humilis	Chiroptera	Pteropodidae	Acerodon	humilis
18	Acerodon jubatus	121.972572	13.909511	Acerodon_jubatus	Chiroptera	Pteropodidae	Acerodon	jubatus
19	Acerodon leucotis	118.443725	9.50212	Acerodon_leucotis	Chiroptera	Pteropodidae	Acerodon	leucotis
20	Acerodon mackloti	125.376808	-8.928743	Acerodon_mackloti	Chiroptera	Pteropodidae	Acerodon	mackloti
21	Acinonyx jubatus	31.610432	-14.704642	Acinonyx_jubatus	Carnivora	Felidae	Acinonyx	jubatus
22	Acomys cilicicus	34.623582	36.904277	Acomys_cilicicus	Rodentia	Muridae	Acomys	cilicicus
23	Acomys dimidiatus	45.556451	21.45612	Acomys_dimidiatus	Rodentia	Muridae	Acomys	dimidiatus
24	Acomys ignitus	38.543423	-3.187787	Acomys_ignitus	Rodentia	Muridae	Acomys	ignitus
25	Acomys kempi	41.253674	0.833224	Acomys_kempi	Rodentia	Muridae	Acomys	kempi
26	Acomys louisae	46.652694	8.423839	Acomys_louisae	Rodentia	Muridae	Acomys	louisae
27	Acomys minous	24.918764	35.16947	Acomys_minous	Rodentia	Muridae	Acomys	minous
28	Acomys mullah	43.965269	9.196859	Acomys_mullah	Rodentia	Muridae	Acomys	mullah
29	Acomys nesiotes	33.435503	35.045158	Acomys_nesiotes	Rodentia	Muridae	Acomys	nesiotes
30	Acomys percivali	37.307784	2.08711	Acomys_percivali	Rodentia	Muridae	Acomys	percivali
31	Acomys russatus	39.507874	20.698634	Acomys_russatus	Rodentia	Muridae	Acomys	russatus
32	Acomys spinosissimus	32.387365	-15.663039	Acomys_spinosissimus	Rodentia	Muridae	Acomys	spinosissimus
33	Acomys subspinosus	21.316264	-33.629269	Acomys_subspinosus	Rodentia	Muridae	Acomys	subspinosus
34	Acomys wilsoni	41.214899	1.254111	Acomys_wilsoni	Rodentia	Muridae	Acomys	wilsoni
35	Aconaemys sagei	-72.069717	-39.364016	Aconaemys_sagei	Rodentia	Octodontidae	Aconaemys	sagei
36	Acrobates pygmaeus	145.864875	-36.176791	Acrobates_pygmaeus	Diprotodontia	Acrobatidae	Acrobates	pygmaeus
37	Addax nasomaculatus	27.677584	18.466759	Addax_nasomaculatus	Artiodactyla	Bovidae	Addax	nasomaculatus
38	Aepeomys lugens	-73.056842	5.41151	Aepeomys_lugens	Rodentia	Cricetidae	Aepeomys	lugens
39	Aepyceros melampus	30.390933	-12.546153	Aepyceros_melampus	Artiodactyla	Bovidae	Aepyceros	melampus
40	Aepyprymnus rufescens	148.795391	-23.843091	Aepyprymnus_rufescens	Diprotodontia	Potoroidae	Aepyprymnus	rufescens
41	Aeretes melanopterus	104.804555	33.376479	Aeretes_melanopterus	Rodentia	Sciuridae	Aeretes	melanopterus
42	Aeromys tephromelas	102.319622	3.6463	Aeromys_tephromelas	Rodentia	Sciuridae	Aeromys	tephromelas
43	Aeromys thomasi	111.034891	-0.123765	Aeromys_thomasi	Rodentia	Sciuridae	Aeromys	thomasi
44	Aethalops aequalis	116.087217	4.983494	Aethalops_aequalis	Chiroptera	Pteropodidae	Aethalops	aequalis
45	Aethalops alecto	102.155137	-2.447771	Aethalops_alecto	Chiroptera	Pteropodidae	Aethalops	alecto
46	Aethomys bocagei	14.426969	-10.347631	Aethomys_bocagei	Rodentia	Muridae	Aethomys	bocagei
47	Aethomys chrysophilus	26.279312	-18.302512	Aethomys_chrysophilus	Rodentia	Muridae	Aethomys	chrysophilus
48	Aethomys hindei	26.099999	6.053299	Aethomys_hindei	Rodentia	Muridae	Aethomys	hindei
49	Aethomys kaiseri	26.497005	-10.412598	Aethomys_kaiseri	Rodentia	Muridae	Aethomys	kaiseri
50	Aethomys nyikae	25.947305	-10.574796	Aethomys_nyikae	Rodentia	Muridae	Aethomys	nyikae
51	Aethomys silindensis	33.093412	-19.463473	Aethomys_silindensis	Rodentia	Muridae	Aethomys	silindensis
52	Aethomys stannarius	10.71305	10.157447	Aethomys_stannarius	Rodentia	Muridae	Aethomys	stannarius
53	Aethomys thomasi	15.715298	-12.229266	Aethomys_thomasi	Rodentia	Muridae	Aethomys	thomasi
54	Ailuropoda melanoleuca	104.366338	32.331312	Ailuropoda_melanoleuca	Carnivora	Ursidae	Ailuropoda	melanoleuca
55	Ailurops ursinus	121.998725	-3.754998	Ailurops_ursinus	Diprotodontia	Phalangeridae	Ailurops	ursinus
56	Ailurus fulgens	94.389447	29.295992	Ailurus_fulgens	Carnivora	Ailuridae	Ailurus	fulgens
57	Akodon aerosus	-76.003562	-7.215371	Akodon_aerosus	Rodentia	Cricetidae	Akodon	aerosus
58	Akodon affinis	-76.419517	4.159246	Akodon_affinis	Rodentia	Cricetidae	Akodon	affinis
59	Akodon albiventer	-67.769577	-20.155245	Akodon_albiventer	Rodentia	Cricetidae	Akodon	albiventer
60	Akodon azarae	-60.741224	-34.407723	Akodon_azarae	Rodentia	Cricetidae	Akodon	azarae
61	Akodon bogotensis	-72.623355	6.94592	Akodon_bogotensis	Rodentia	Cricetidae	Akodon	bogotensis
62	Akodon boliviensis	-69.119556	-16.125074	Akodon_boliviensis	Rodentia	Cricetidae	Akodon	boliviensis
63	Akodon budini	-66.087131	-23.470211	Akodon_budini	Rodentia	Cricetidae	Akodon	budini
64	Akodon cursor	-51.370254	-24.951142	Akodon_cursor	Rodentia	Cricetidae	Akodon	cursor
65	Akodon dayi	-65.6018	-16.277037	Akodon_dayi	Rodentia	Cricetidae	Akodon	dayi
66	Akodon dolores	-64.445213	-31.684246	Akodon_dolores	Rodentia	Cricetidae	Akodon	dolores
67	Akodon fumeus	-66.821659	-16.735528	Akodon_fumeus	Rodentia	Cricetidae	Akodon	fumeus
68	Akodon iniscatus	-69.003646	-43.061281	Akodon_iniscatus	Rodentia	Cricetidae	Akodon	iniscatus
69	Akodon juninensis	-75.766868	-10.450997	Akodon_juninensis	Rodentia	Cricetidae	Akodon	juninensis
70	Akodon kofordi	-70.357212	-13.665534	Akodon_kofordi	Rodentia	Cricetidae	Akodon	kofordi
71	Akodon latebricola	-78.465435	-1.992318	Akodon_latebricola	Rodentia	Cricetidae	Akodon	latebricola
72	Akodon lindberghi	-46.330949	-14.15142	Akodon_lindberghi	Rodentia	Cricetidae	Akodon	lindberghi
73	Akodon lutescens	-66.993688	-17.131799	Akodon_lutescens	Rodentia	Cricetidae	Akodon	lutescens
74	Akodon mimus	-67.148784	-16.282237	Akodon_mimus	Rodentia	Cricetidae	Akodon	mimus
75	Akodon molinae	-65.09502	-38.157085	Akodon_molinae	Rodentia	Cricetidae	Akodon	molinae
76	Akodon mollis	-78.498664	-3.251755	Akodon_mollis	Rodentia	Cricetidae	Akodon	mollis
77	Akodon neocenus	-65.687416	-39.590307	Akodon_neocenus	Rodentia	Cricetidae	Akodon	neocenus
78	Akodon orophilus	-76.958919	-6.617782	Akodon_orophilus	Rodentia	Cricetidae	Akodon	orophilus
79	Akodon sanctipaulensis	-47.282142	-23.453603	Akodon_sanctipaulensis	Rodentia	Cricetidae	Akodon	sanctipaulensis
80	Akodon serrensis	-49.310022	-24.157799	Akodon_serrensis	Rodentia	Cricetidae	Akodon	serrensis
81	Akodon siberiae	-65.607425	-17.350207	Akodon_siberiae	Rodentia	Cricetidae	Akodon	siberiae
82	Akodon simulator	-64.553833	-24.711931	Akodon_simulator	Rodentia	Cricetidae	Akodon	simulator
83	Akodon spegazzinii	-65.651931	-25.844619	Akodon_spegazzinii	Rodentia	Cricetidae	Akodon	spegazzinii
84	Akodon subfuscus	-71.348251	-13.958415	Akodon_subfuscus	Rodentia	Cricetidae	Akodon	subfuscus
85	Akodon surdus	-72.860931	-12.961377	Akodon_surdus	Rodentia	Cricetidae	Akodon	surdus
86	Akodon sylvanus	-64.732585	-22.487727	Akodon_sylvanus	Rodentia	Cricetidae	Akodon	sylvanus
87	Akodon toba	-60.294824	-22.323583	Akodon_toba	Rodentia	Cricetidae	Akodon	toba
88	Akodon torques	-71.409595	-13.525267	Akodon_torques	Rodentia	Cricetidae	Akodon	torques
89	Akodon varius	-64.524482	-19.422825	Akodon_varius	Rodentia	Cricetidae	Akodon	varius
90	Alcelaphus buselaphus	15.050799	7.988011	Alcelaphus_buselaphus	Artiodactyla	Bovidae	Alcelaphus	buselaphus
91	Alcelaphus caama	20.849393	-23.809136	Alcelaphus_caama	Artiodactyla	Bovidae	Alcelaphus	caama
92	Alcelaphus lichtensteinii	29.240639	-9.478134	Alcelaphus_lichtensteinii	Artiodactyla	Bovidae	Alcelaphus	lichtensteinii
93	Alionycteris paucidentata	124.452372	7.86161	Alionycteris_paucidentata	Chiroptera	Pteropodidae	Alionycteris	paucidentata
94	Allactaga balikunica	102.309412	42.258812	Allactaga_balikunica	Rodentia	Dipodidae	Allactaga	balikunica
95	Allactaga bullata	103.209735	44.347744	Allactaga_bullata	Rodentia	Dipodidae	Allactaga	bullata
96	Allactaga elater	69.613505	37.625655	Allactaga_elater	Rodentia	Dipodidae	Allactaga	elater
97	Allactaga firouzi	51.81059	31.713807	Allactaga_firouzi	Rodentia	Dipodidae	Allactaga	firouzi
98	Allactaga hotsoni	61.704521	29.856888	Allactaga_hotsoni	Rodentia	Dipodidae	Allactaga	hotsoni
99	Allactaga major	57.613111	48.414912	Allactaga_major	Rodentia	Dipodidae	Allactaga	major
100	Allactaga severtzovi	65.399567	42.608103	Allactaga_severtzovi	Rodentia	Dipodidae	Allactaga	severtzovi
101	Allactaga sibirica	88.725772	45.33138	Allactaga_sibirica	Rodentia	Dipodidae	Allactaga	sibirica
102	Allactaga tetradactyla	26.297212	30.188235	Allactaga_tetradactyla	Rodentia	Dipodidae	Allactaga	tetradactyla
103	Allactaga vinogradovi	70.891818	44.003095	Allactaga_vinogradovi	Rodentia	Dipodidae	Allactaga	vinogradovi
104	Allactodipus bobrinskii	60.015047	42.223302	Allactodipus_bobrinskii	Rodentia	Dipodidae	Allactodipus	bobrinskii
105	Allenopithecus nigroviridis	20.688083	-0.518628	Allenopithecus_nigroviridis	Primates	Cercopithecidae	Allenopithecus	nigroviridis
106	Allocebus trichotis	49.355681	-16.024319	Allocebus_trichotis	Primates	Cheirogaleidae	Allocebus	trichotis
107	Allocricetulus curtatus	107.287766	44.39296	Allocricetulus_curtatus	Rodentia	Cricetidae	Allocricetulus	curtatus
108	Allocricetulus eversmanni	73.3846	56.993959	Allocricetulus_eversmanni	Rodentia	Cricetidae	Allocricetulus	eversmanni
109	Alouatta belzebul	-52.148726	-7.498653	Alouatta_belzebul	Primates	Atelidae	Alouatta	belzebul
110	Alouatta caraya	-54.962321	-21.275731	Alouatta_caraya	Primates	Atelidae	Alouatta	caraya
111	Alouatta coibensis	-81.392025	7.840721	Alouatta_coibensis	Primates	Atelidae	Alouatta	coibensis
112	Alouatta guariba	-46.646663	-23.016347	Alouatta_guariba	Primates	Atelidae	Alouatta	guariba
113	Alouatta macconnelli	-58.695725	2.233768	Alouatta_macconnelli	Primates	Atelidae	Alouatta	macconnelli
114	Alouatta nigerrima	-57.922899	-4.975446	Alouatta_nigerrima	Primates	Atelidae	Alouatta	nigerrima
115	Alouatta palliata	-86.173353	12.108603	Alouatta_palliata	Primates	Atelidae	Alouatta	palliata
116	Alouatta pigra	-89.922818	17.066208	Alouatta_pigra	Primates	Atelidae	Alouatta	pigra
117	Alouatta sara	-63.509157	-15.337555	Alouatta_sara	Primates	Atelidae	Alouatta	sara
118	Alouatta seniculus	-68.897938	2.494513	Alouatta_seniculus	Primates	Atelidae	Alouatta	seniculus
119	Alticola albicaudus	76.621163	35.01284	Alticola_albicaudus	Rodentia	Cricetidae	Alticola	albicaudus
120	Alticola argentatus	83.366816	43.512938	Alticola_argentatus	Rodentia	Cricetidae	Alticola	argentatus
121	Alticola barakshin	93.028746	48.700662	Alticola_barakshin	Rodentia	Cricetidae	Alticola	barakshin
122	Alticola macrotis	99.991629	50.543963	Alticola_macrotis	Rodentia	Cricetidae	Alticola	macrotis
123	Alticola montosa	77.027843	33.408311	Alticola_montosa	Rodentia	Cricetidae	Alticola	montosa
124	Alticola roylei	78.805312	30.821199	Alticola_roylei	Rodentia	Cricetidae	Alticola	roylei
125	Alticola semicanus	104.93173	48.324449	Alticola_semicanus	Rodentia	Cricetidae	Alticola	semicanus
126	Alticola stoliczkanus	88.686432	32.782352	Alticola_stoliczkanus	Rodentia	Cricetidae	Alticola	stoliczkanus
127	Alticola strelzowi	80.785863	48.62413	Alticola_strelzowi	Rodentia	Cricetidae	Alticola	strelzowi
128	Alticola tuvinicus	96.366609	52.109513	Alticola_tuvinicus	Rodentia	Cricetidae	Alticola	tuvinicus
129	Amblysomus corriae	20.521656	-33.713585	Amblysomus_corriae	Afrosoricida	Chrysochloridae	Amblysomus	corriae
130	Amblysomus hottentotus	27.859351	-29.75846	Amblysomus_hottentotus	Afrosoricida	Chrysochloridae	Amblysomus	hottentotus
131	Amblysomus marleyi	32.094053	-27.627594	Amblysomus_marleyi	Afrosoricida	Chrysochloridae	Amblysomus	marleyi
132	Amblysomus robustus	30.414003	-25.668802	Amblysomus_robustus	Afrosoricida	Chrysochloridae	Amblysomus	robustus
133	Amblysomus septentrionalis	28.755322	-27.402883	Amblysomus_septentrionalis	Afrosoricida	Chrysochloridae	Amblysomus	septentrionalis
134	Ametrida centurio	-58.932226	-2.750499	Ametrida_centurio	Chiroptera	Phyllostomidae	Ametrida	centurio
135	Ammodillus imbellis	46.46946	7.091137	Ammodillus_imbellis	Rodentia	Muridae	Ammodillus	imbellis
136	Ammodorcas clarkei	46.587453	4.835843	Ammodorcas_clarkei	Artiodactyla	Bovidae	Ammodorcas	clarkei
137	Ammospermophilus harrisii	-111.586005	31.451369	Ammospermophilus_harrisii	Rodentia	Sciuridae	Ammospermophilus	harrisii
138	Ammospermophilus insularis	-110.345607	24.463111	Ammospermophilus_insularis	Rodentia	Sciuridae	Ammospermophilus	insularis
139	Ammospermophilus interpres	-104.138557	28.572272	Ammospermophilus_interpres	Rodentia	Sciuridae	Ammospermophilus	interpres
140	Ammospermophilus leucurus	-113.400254	27.805355	Ammospermophilus_leucurus	Rodentia	Sciuridae	Ammospermophilus	leucurus
141	Ammospermophilus nelsoni	-119.576219	35.115463	Ammospermophilus_nelsoni	Rodentia	Sciuridae	Ammospermophilus	nelsoni
142	Ammotragus lervia	11.345704	24.967888	Ammotragus_lervia	Artiodactyla	Bovidae	Ammotragus	lervia
143	Amorphochilus schnablii	-75.017307	-14.292618	Amorphochilus_schnablii	Chiroptera	Furipteridae	Amorphochilus	schnablii
144	Anathana ellioti	80.186939	13.263075	Anathana_ellioti	Scandentia	Tupaiidae	Anathana	ellioti
145	Andalgalomys olrogi	-66.27148	-27.641707	Andalgalomys_olrogi	Rodentia	Cricetidae	Andalgalomys	olrogi
146	Andalgalomys pearsoni	-60.256961	-21.614931	Andalgalomys_pearsoni	Rodentia	Cricetidae	Andalgalomys	pearsoni
147	Andinomys edax	-67.889669	-16.907825	Andinomys_edax	Rodentia	Cricetidae	Andinomys	edax
148	Anisomys imitator	142.452051	-5.468351	Anisomys_imitator	Rodentia	Muridae	Anisomys	imitator
149	Anomalurus beecrofti	5.888128	6.955937	Anomalurus_beecrofti	Rodentia	Anomaluridae	Anomalurus	beecrofti
150	Anomalurus derbianus	13.452132	-14.432452	Anomalurus_derbianus	Rodentia	Anomaluridae	Anomalurus	derbianus
151	Anomalurus pelii	-5.664838	6.081658	Anomalurus_pelii	Rodentia	Anomaluridae	Anomalurus	pelii
152	Anomalurus pusillus	19.350898	-0.43865	Anomalurus_pusillus	Rodentia	Anomaluridae	Anomalurus	pusillus
153	Anonymomys mindorensis	120.831109	13.263189	Anonymomys_mindorensis	Rodentia	Muridae	Anonymomys	mindorensis
154	Anotomys leander	-78.321063	-1.440982	Anotomys_leander	Rodentia	Cricetidae	Anotomys	leander
155	Anoura caudifer	-58.686563	-16.754319	Anoura_caudifer	Chiroptera	Phyllostomidae	Anoura	caudifer
156	Anoura cultrata	-74.392301	-9.4397	Anoura_cultrata	Chiroptera	Phyllostomidae	Anoura	cultrata
157	Anoura geoffroyi	-71.814377	-13.560301	Anoura_geoffroyi	Chiroptera	Phyllostomidae	Anoura	geoffroyi
158	Anoura latidens	-66.777267	8.820918	Anoura_latidens	Chiroptera	Phyllostomidae	Anoura	latidens
159	Anoura luismanueli	-70.825242	8.840552	Anoura_luismanueli	Chiroptera	Phyllostomidae	Anoura	luismanueli
160	Anourosorex squamipes	99.979876	24.027827	Anourosorex_squamipes	Soricomorpha	Soricidae	Anourosorex	squamipes
161	Anourosorex yamashinai	121.023983	23.837749	Anourosorex_yamashinai	Soricomorpha	Soricidae	Anourosorex	yamashinai
162	Antechinomys laniger	137.636763	-25.255018	Antechinomys_laniger	Dasyuromorphia	Dasyuridae	Antechinomys	laniger
163	Antechinus adustus	145.621534	-18.084418	Antechinus_adustus	Dasyuromorphia	Dasyuridae	Antechinus	adustus
164	Antechinus agilis	146.001657	-38.873087	Antechinus_agilis	Dasyuromorphia	Dasyuridae	Antechinus	agilis
165	Antechinus bellus	133.779671	-12.888071	Antechinus_bellus	Dasyuromorphia	Dasyuridae	Antechinus	bellus
166	Antechinus flavipes	146.653228	-33.338461	Antechinus_flavipes	Dasyuromorphia	Dasyuridae	Antechinus	flavipes
167	Antechinus godmani	145.074891	-17.94637	Antechinus_godmani	Dasyuromorphia	Dasyuridae	Antechinus	godmani
168	Antechinus leo	143.31894	-13.122883	Antechinus_leo	Dasyuromorphia	Dasyuridae	Antechinus	leo
169	Antechinus minimus	146.482063	-42.347169	Antechinus_minimus	Dasyuromorphia	Dasyuridae	Antechinus	minimus
170	Antechinus stuartii	151.150221	-34.099565	Antechinus_stuartii	Dasyuromorphia	Dasyuridae	Antechinus	stuartii
171	Antechinus subtropicus	152.85773	-27.697848	Antechinus_subtropicus	Dasyuromorphia	Dasyuridae	Antechinus	subtropicus
172	Antechinus swainsonii	147.42543	-37.292474	Antechinus_swainsonii	Dasyuromorphia	Dasyuridae	Antechinus	swainsonii
173	Anthops ornatus	160.208984	-9.61968	Anthops_ornatus	Chiroptera	Hipposideridae	Anthops	ornatus
174	Antidorcas marsupialis	19.666422	-24.598653	Antidorcas_marsupialis	Artiodactyla	Bovidae	Antidorcas	marsupialis
175	Antilocapra americana	-105.036754	36.199995	Antilocapra_americana	Artiodactyla	Antilocapridae	Antilocapra	americana
176	Antilope cervicapra	76.562209	11.72601	Antilope_cervicapra	Artiodactyla	Bovidae	Antilope	cervicapra
177	Antrozous pallidus	-110.806934	24.475499	Antrozous_pallidus	Chiroptera	Vespertilionidae	Antrozous	pallidus
178	Aonyx capensis	12.274116	-16.908498	Aonyx_capensis	Carnivora	Mustelidae	Aonyx	capensis
179	Aonyx cinerea	97.561699	16.072555	Aonyx_cinerea	Carnivora	Mustelidae	Aonyx	cinerea
180	Aotus azarae	-63.127402	-14.777362	Aotus_azarae	Primates	Aotidae	Aotus	azarae
181	Aotus hershkovitzi	-74.072582	3.493214	Aotus_hershkovitzi	Primates	Aotidae	Aotus	hershkovitzi
182	Aotus lemurinus	-76.760772	6.591791	Aotus_lemurinus	Primates	Aotidae	Aotus	lemurinus
183	Aotus miconax	-77.019014	-5.897466	Aotus_miconax	Primates	Aotidae	Aotus	miconax
184	Aotus nancymaae	-71.283105	-4.735424	Aotus_nancymaae	Primates	Aotidae	Aotus	nancymaae
185	Aotus nigriceps	-65.796779	-6.156297	Aotus_nigriceps	Primates	Aotidae	Aotus	nigriceps
186	Aotus trivirgatus	-65.629933	3.717664	Aotus_trivirgatus	Primates	Aotidae	Aotus	trivirgatus
187	Aotus vociferans	-69.405807	-0.005665	Aotus_vociferans	Primates	Aotidae	Aotus	vociferans
188	Aplodontia rufa	-122.075576	45.659515	Aplodontia_rufa	Rodentia	Aplodontiidae	Aplodontia	rufa
189	Apodemus agrarius	56.154426	55.335523	Apodemus_agrarius	Rodentia	Muridae	Apodemus	agrarius
190	Apodemus alpicola	11.01469	47.379476	Apodemus_alpicola	Rodentia	Muridae	Apodemus	alpicola
191	Apodemus argenteus	136.469032	35.350846	Apodemus_argenteus	Rodentia	Muridae	Apodemus	argenteus
192	Apodemus chevrieri	104.659719	28.920647	Apodemus_chevrieri	Rodentia	Muridae	Apodemus	chevrieri
193	Apodemus draco	110.088866	31.222069	Apodemus_draco	Rodentia	Muridae	Apodemus	draco
194	Apodemus epimelas	20.257524	41.504521	Apodemus_epimelas	Rodentia	Muridae	Apodemus	epimelas
195	Apodemus flavicollis	30.020832	52.809517	Apodemus_flavicollis	Rodentia	Muridae	Apodemus	flavicollis
196	Apodemus gurkha	84.936483	27.9889	Apodemus_gurkha	Rodentia	Muridae	Apodemus	gurkha
197	Apodemus hyrcanicus	48.770122	40.084442	Apodemus_hyrcanicus	Rodentia	Muridae	Apodemus	hyrcanicus
198	Apodemus latronum	100.030411	27.320623	Apodemus_latronum	Rodentia	Muridae	Apodemus	latronum
199	Apodemus mystacinus	35.303535	39.140687	Apodemus_mystacinus	Rodentia	Muridae	Apodemus	mystacinus
200	Apodemus pallipes	72.578984	36.844778	Apodemus_pallipes	Rodentia	Muridae	Apodemus	pallipes
201	Apodemus peninsulae	112.124267	35.014595	Apodemus_peninsulae	Rodentia	Muridae	Apodemus	peninsulae
202	Apodemus ponticus	42.106418	38.550695	Apodemus_ponticus	Rodentia	Muridae	Apodemus	ponticus
203	Apodemus rusiges	76.994753	33.294848	Apodemus_rusiges	Rodentia	Muridae	Apodemus	rusiges
204	Apodemus semotus	121.023983	23.837749	Apodemus_semotus	Rodentia	Muridae	Apodemus	semotus
205	Apodemus speciosus	136.469032	35.350846	Apodemus_speciosus	Rodentia	Muridae	Apodemus	speciosus
206	Apodemus sylvaticus	15.148578	41.039823	Apodemus_sylvaticus	Rodentia	Muridae	Apodemus	sylvaticus
207	Apodemus uralensis	52.538606	32.527514	Apodemus_uralensis	Rodentia	Muridae	Apodemus	uralensis
208	Apodemus witherbyi	45.634621	34.667477	Apodemus_witherbyi	Rodentia	Muridae	Apodemus	witherbyi
209	Apomys abrae	121.416855	14.851505	Apomys_abrae	Rodentia	Muridae	Apomys	abrae
210	Apomys datae	120.929224	17.031061	Apomys_datae	Rodentia	Muridae	Apomys	datae
211	Apomys hylocetes	124.910545	8.07272	Apomys_hylocetes	Rodentia	Muridae	Apomys	hylocetes
212	Apomys insignis	124.247833	6.756726	Apomys_insignis	Rodentia	Muridae	Apomys	insignis
213	Apomys littoralis	124.247833	6.756726	Apomys_littoralis	Rodentia	Muridae	Apomys	littoralis
214	Apomys microdon	122.383296	13.908148	Apomys_microdon	Rodentia	Muridae	Apomys	microdon
215	Apomys musculus	121.972572	13.909511	Apomys_musculus	Rodentia	Muridae	Apomys	musculus
216	Apomys sacobianus	120.548538	15.184154	Apomys_sacobianus	Rodentia	Muridae	Apomys	sacobianus
217	Aproteles bulmerae	143.077592	-5.678587	Aproteles_bulmerae	Chiroptera	Pteropodidae	Aproteles	bulmerae
218	Arborimus albipes	-123.20697	43.752746	Arborimus_albipes	Rodentia	Cricetidae	Arborimus	albipes
219	Arborimus longicaudus	-123.012396	43.527878	Arborimus_longicaudus	Rodentia	Cricetidae	Arborimus	longicaudus
220	Arborimus pomo	-123.520608	40.140963	Arborimus_pomo	Rodentia	Cricetidae	Arborimus	pomo
221	Archboldomys luzonensis	123.382545	13.650461	Archboldomys_luzonensis	Rodentia	Muridae	Archboldomys	luzonensis
222	Arctictis binturong	98.410915	8.784031	Arctictis_binturong	Carnivora	Viverridae	Arctictis	binturong
223	Arctocebus aureus	13.673872	0.392621	Arctocebus_aureus	Primates	Lorisidae	Arctocebus	aureus
224	Arctocebus calabarensis	9.710864	3.723473	Arctocebus_calabarensis	Primates	Lorisidae	Arctocebus	calabarensis
225	Arctogalidia trivirgata	100.004245	7.556694	Arctogalidia_trivirgata	Carnivora	Viverridae	Arctogalidia	trivirgata
226	Arctonyx collaris	107.064003	10.366997	Arctonyx_collaris	Carnivora	Mustelidae	Arctonyx	collaris
227	Ardops nichollsi	-61.022813	14.498939	Ardops_nichollsi	Chiroptera	Phyllostomidae	Ardops	nichollsi
228	Arielulus aureocollaris	99.121591	20.061215	Arielulus_aureocollaris	Chiroptera	Vespertilionidae	Arielulus	aureocollaris
229	Arielulus circumdatus	95.329907	26.230483	Arielulus_circumdatus	Chiroptera	Vespertilionidae	Arielulus	circumdatus
230	Arielulus cuprosus	117.941705	5.880042	Arielulus_cuprosus	Chiroptera	Vespertilionidae	Arielulus	cuprosus
231	Arielulus societatis	101.596001	4.617561	Arielulus_societatis	Chiroptera	Vespertilionidae	Arielulus	societatis
232	Arielulus torquatus	121.023983	23.837749	Arielulus_torquatus	Chiroptera	Vespertilionidae	Arielulus	torquatus
233	Ariteus flavescens	-66.42889	18.228412	Ariteus_flavescens	Chiroptera	Phyllostomidae	Ariteus	flavescens
234	Artibeus amplus	-65.966575	4.123541	Artibeus_amplus	Chiroptera	Phyllostomidae	Artibeus	amplus
235	Artibeus anderseni	-68.260518	-8.076719	Artibeus_anderseni	Chiroptera	Phyllostomidae	Artibeus	anderseni
236	Artibeus aztecus	-101.050324	18.624486	Artibeus_aztecus	Chiroptera	Phyllostomidae	Artibeus	aztecus
237	Artibeus cinereus	-60.734607	4.304195	Artibeus_cinereus	Chiroptera	Phyllostomidae	Artibeus	cinereus
238	Artibeus concolor	-55.015362	-1.471489	Artibeus_concolor	Chiroptera	Phyllostomidae	Artibeus	concolor
239	Artibeus fimbriatus	-50.505021	-23.391861	Artibeus_fimbriatus	Chiroptera	Phyllostomidae	Artibeus	fimbriatus
